"","LHS","RHS","support","confidence","coverage","lift","count"
"59","{gear}","{slowing}",0.158119658119658,1,0.158119658119658,6.28187919463087,148
"61","{gear}","{old}",0.158119658119658,1,0.158119658119658,5.74233128834356,148
"69","{gear}","{power}",0.158119658119658,1,0.158119658119658,4.5,148
"60","{slowing}","{gear}",0.158119658119658,0.993288590604027,0.159188034188034,6.28187919463087,148
"73","{slowing}","{old}",0.158119658119658,0.993288590604027,0.159188034188034,5.70379215218018,148
"79","{slowing}","{energy}",0.158119658119658,0.993288590604027,0.159188034188034,4.86763414034225,148
"81","{slowing}","{power}",0.158119658119658,0.993288590604027,0.159188034188034,4.46979865771812,148
"84","{slowing}","{electric}",0.158119658119658,0.993288590604027,0.159188034188034,1.77766371090893,148
"63","{gear}","{clean}",0.157051282051282,0.993243243243243,0.158119658119658,5.5669202136268,147
"65","{gear}","{use}",0.157051282051282,0.993243243243243,0.158119658119658,5.10810810810811,147
"67","{gear}","{energy}",0.157051282051282,0.993243243243243,0.158119658119658,4.86741191453233,147
"71","{gear}","{cars}",0.157051282051282,0.993243243243243,0.158119658119658,2.03876244665718,147
"72","{gear}","{electric}",0.157051282051282,0.993243243243243,0.158119658119658,1.77758255387318,147
"75","{slowing}","{clean}",0.157051282051282,0.986577181208054,0.159188034188034,5.52955833299843,147
"77","{slowing}","{use}",0.157051282051282,0.986577181208054,0.159188034188034,5.0738255033557,147
