"","metadata.total_results","metadata.status_code","metadata.request_date","metadata.request_url","metadata.code","metadata.message","metadata.page","metadata.page_size","results_df.author","results_df.title","results_df.description","results_df.url","results_df.url_to_image","results_df.published_at","results_df.content","results_df.id","results_df.name"
"11",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Jonathon Ramsey","BMW i Vision Circular is a 100% recycled and recyclable hatch","Filed under:
 Green,BMW,Hatchback,Concept Cars,Electric,Future,Luxury,Munich Auto Show
 Continue reading BMW i Vision Circular is a 100% recycled and recyclable hatch
BMW i Vision Circular is a 100% recycled and recyclable hatch originally appeared on Autoblo…","https://www.autoblog.com/2021/09/06/bmw-i-vision-circular-recycled-car/","https://o.aolcdn.com/images/dims3/GLOB/crop/2299x1293+0+661/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2021/09/06064356/bmw_i_vision_circular_concept_001.jpg",2021-09-06 14:29:00,"A few weeks ago, Mini went to work with fashion designer Paul Smith on the Mini STRIP, called ""sustainable design with a twist"" with pared back components fashioned from renewable, sustainable materi… [+3739 chars]",NA,"Autoblog"
"12",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Alexandra Gillespie","Your Next Car May Be Built With Ocean Rocks. Scientists Can't Agree If That's Good","Deep sea mining could provide minerals essential for making electric vehicles. But regulations are incomplete, and questions persist about the impact on the ocean's ability to store carbon dioxide.","https://www.npr.org/2021/09/03/1031434711/your-next-car-may-be-built-with-ocean-rocks-scientists-cant-agree-if-thats-good","https://media.npr.org/assets/img/2021/08/26/expn610182238_wide-2a744795ce64eaa1da3a0bd704de1927bca82c15.jpg?s=1400",2021-09-03 10:00:54,"Polymetallic nodules coat fields of the ocean floor and are rich in critical minerals needed to make batteries for electric vehicles.
NOAA Office of Ocean Exploration and Research
Sprawling fields … [+13052 chars]",NA,"NPR"
"13",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Amelia Hill","UK government ‘failing to help local leaders achieve net zero’","Mayors such as Newham’s Rokhsana Fiaz say they do not have the investment or powers they need<ul><li>Retrofitting: why carbon-reducing renovations are going to be big business</li></ul>The government is failing to provide local leaders with the investment and…","https://amp.theguardian.com/environment/2021/aug/18/uk-government-failing-to-help-local-leaders-achieve-net-zero","https://i.guim.co.uk/img/media/f3eb5a670aa7ab3da208d88f0863b7ca661c151c/0_230_3456_2074/master/3456.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=f77a3c561fe83ddf1e94b78cf75667ad",2021-08-18 11:30:08,"The government is failing to provide local leaders with the investment and resources they need to achieve net zero, according to the mayor of Newham.
Rokhsana Fiaz, the first woman to become a direc… [+6442 chars]",NA,"The Guardian"
"14",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Emily Rella","I Drove a $2 Million Bentley That's One of Only 12 In the World and Lived to Tell the Tale","The Bentley Mulliner Bacalar is the rarest two-door Bentley in the world.","https://www.entrepreneur.com/article/381957","https://assets.entrepreneur.com/content/3x2/2000/1630012197-Screen-Shot-2021-08-26-at-50816-PM-2000x13331.png",2021-08-26 21:10:13,"August
26, 2021
5 min read
Anyone who’s ever driven a car can probably relate to the feeling of pure terror mixed with excitement that comes from pressing your foot on the gas pedal for the first … [+4672 chars]",NA,"Entrepreneur"
"15",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"info@hypebeast.com (HYPEBEAST), HYPEBEAST","Porsche Reveals Details of Its Future-Driven, All-Electric Mission R Concept Study","Porsche has officially presented its Mission R concept car. The all-electric competition car combines the German automaker's state-of-the-art technology with sustainable materials to create a newly developed line of electric motors.Similar in size to the Pors…","https://hypebeast.com/2021/9/porsche-electric-mission-r-concept-study-details","https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F09%2Fporsche-electric-mission-r-concept-study-details-tw.jpg?w=960&cbr=1&q=90&fit=max",2021-09-07 09:56:59,"Porsche has officially presented its Mission R concept car. The all-electric competition car combines the German automaker’s state-of-the-art technology with sustainable materials to create a newly d… [+1801 chars]",NA,"HYPEBEAST"
"16",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Craig Miller","Next Avenue: Worried about the climate? Should you go green with your investments? Here’s a primer","The one-time cottage industry of sustainable investing is now a force to be reckoned with—how can individual investors take advantage of this?","https://www.marketwatch.com/story/worried-about-the-climate-should-you-go-green-with-your-investments-heres-a-primer-11628878324","https://images.mktw.net/im-385336/social",2021-08-20 09:00:00,"A few years ago, Lee Hilliard and his wife Linda, of Manchester, Conn., were torn over what to do with their investment portfolio. The 72-year-old retired media consultant and his wife, whos 64, had … [+7979 chars]",NA,"MarketWatch"
"17",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Sarwant Singh, Contributor, 
 Sarwant Singh, Contributor
 https://www.forbes.com/sites/sarwantsingh/","Can The Electric Vehicle Industry Champion Sustainability, Inclusivity And Governance Agendas?","Is there a business case for electric vehicle companies taking the lead in embedding sustainability, inclusivity and governance objectives into their vision and practices?","https://www.forbes.com/sites/sarwantsingh/2021/09/14/can-the-electric-vehicle-industry-champion-sustainability-inclusivity-and-governance-agendas/","https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F614020cb8f4677907cdeeb20%2F0x0.jpg",2021-09-14 04:17:17,"If anything, John Elkingtons now immortalized sustainability framework of People, Planet, Profits has become increasingly central to corporate strategies. To my thinking, successfully integrating env… [+7970 chars]",NA,"Forbes"
"18",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Katrina Lane","Partnership to test magnetizable road concrete for electricity charging","The new development will explore embedding recycled ferrite particles into concrete as a more economical option for electricity charging on the road
The post Partnership to test magnetizable road concrete for electricity charging appeared first on Springwise.","https://www.springwise.com/innovation/mobility-transport/magnetizable-concrete-charges-electric-cars%20","https://www.springwise.com/wp-content/uploads/2021/09/innovationmobility-transportmagnetizable-concrete-charges-electric-cars-.png",2021-09-10 05:00:51,"A major impediment to the adoption of electric vehicles is the fear of running out of power before arriving at the destination or next recharging station. Given that electric battery technology still… [+1743 chars]",NA,"Springwise.com"
"19",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Shane McGlaun","Volkswagen teases its future entry-level electric vehicle","Volkswagen is teasing its future ID. LIFE electric vehicles with a teaser looking at its entry-level electric vehicle aiming at a price tag of about €20,000. The vehicle is the ID. LIFE concept car designed with sustainability and digitalization in mind. VW s…","https://www.slashgear.com/volkswagen-teases-its-future-entry-level-electric-vehicle-06689753/","https://cdn.slashgear.com/wp-content/uploads/2021/09/vw-id-life-store.jpg",2021-09-06 11:28:53,"Volkswagen is teasing its future ID. LIFE electric vehicles with a teaser looking at its entry-level electric vehicle aiming at a price tag of about 20,000. The vehicle is the ID. LIFE concept car de… [+3486 chars]",NA,"SlashGear"
"20",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Catherine Shu","Gogoro will go public on Nasdaq after $2.35B SPAC deal","Gogoro is going public.  The company, which is best known for its electric Smartscooters and swappable battery infrastructure, announced today it will list...","https://techcrunch.com/2021/09/16/gogoro-will-go-public-on-nasdaq-after-2-35b-spac-deal/","https://s.yimg.com/ny/api/res/1.2/.iViaYrXPsIRNfaKTmc5Zw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://s.yimg.com/uu/api/res/1.2/bYVYBW_Fqi14UkYy.TXfjA--~B/aD03MTg7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/techcrunch_350/12689ba3568874b404bec1362c529edb",2021-09-16 08:55:50,"Gogoro is going public. The company, which is best known for its electric Smartscooters and swappable battery infrastructure, announced today it will list on Nasdaq through a merger with Poema Global… [+4268 chars]","techcrunch","TechCrunch"
"21",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"James Morris, Contributor, 
 James Morris, Contributor
 https://www.forbes.com/sites/jamesmorris/","BMW Still Hedging Bets With Electric Cars, Despite Renewed Focus","BMW is back with electrification, but the company is still keeping its options open, seeing a sustainable lifecycle as more important for differentiating its vehicles than going EV.","https://www.forbes.com/sites/jamesmorris/2021/09/11/bmw-still-hedging-bets-with-electric-cars-despite-renewed-focus/","https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F613b47b26067cc10e258f531%2F0x0.jpg%3FcropX1%3D0%26cropX2%3D1590%26cropY1%3D342%26cropY2%3D1237",2021-09-11 09:00:00,"The BMW i3 was one of the pioneering vehicles of electrification. Despite having been on the market since 2013, it still holds up surprisingly well thanks to regular battery capacity upgrades along t… [+4774 chars]",NA,"Forbes"
"22",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Jim McGregor, Contributor, 
 Jim McGregor, Contributor
 https://www.forbes.com/sites/tiriasresearch/people/jimmcgregor/","IAA Mobility Focuses On Sustainability & The Future Of Transportation","The key theme of the 2021 show is sustainability from both the manufacturing standpoint and the energy/carbon-saving use of electrified solutions.","https://www.forbes.com/sites/tiriasresearch/2021/09/08/iaa-mobility-focuses-on-sustainability--the-future-of-transportation/","https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F61388f2e7b08c42843b7a474%2F0x0.jpg",2021-09-08 16:28:22,"IAA Mobility 2021 in Munich Germany
Tirias Research
The IAA Mobility Conference in Munich, Germany, is a glimpse into the future of personal transportation. Its an event that brings out the latest … [+12527 chars]",NA,"Forbes"
"23",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Cate Lawrence","Everything you’ve wanted to know about hyperloop technology","You might have heard people talking about hyperloop technology. Most likely, they’re wondering why they are still talking about it and when/if it will arrive. It’s a big topic, but we’ve got you covered with an easy-to-understand explanation of all you need t…","https://thenextweb.com/news/find-out-the-benefits-and-challenges-of-hyperloop-technology","https://img-cdn.tnwcdn.com/image/tnw?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2021%2F08%2Fsimulation-of-hyperloop-station.jpeg&signature=958f583b82b94d93be14c82e89b23ea9",2021-09-01 08:19:36,"You might have heard people talking about hyperloop technology. Most likely, theyre wondering why they are still talking about it and when/if it will arrive.
Its a big topic, but weve got you covere… [+9243 chars]","the-next-web","The Next Web"
"24",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Avni Shah","Fundamental mechanics help increase battery storage capacity and lifespan","Batteries are widely used in everyday applications like powering electric vehicles, electronic gadgets and are promising candidates for sustainable energy storage. However, as you've likely noticed with daily charging of batteries, their functionality drops o…","https://phys.org/news/2021-08-fundamental-mechanics-battery-storage-capacity.html","https://scx2.b-cdn.net/gfx/news/2021/researchers-apply-fund.jpg",2021-08-30 12:52:38,"Batteries are widely used in everyday applications like powering electric vehicles, electronic gadgets and are promising candidates for sustainable energy storage. However, as you've likely noticed w… [+5798 chars]",NA,"Phys.Org"
"25",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Neha Mistry","Meet BMW and BMW Motorrad’s Vision AMBY models and their thoughtful design process","Meet BMW and BMW Motorrad’s Vision AMBY models and their thoughtful design processBMW is on a path to redefine our vision of what automotive design looks like with their BMW Group keynote 2021. Focusing on their two-wheeler concepts...","https://www.yankodesign.com/2021/09/06/meet-bmw-and-bmw-motorrads-vision-amby-models-and-their-thoughtful-design-process/","https://www.yankodesign.com/images/design_news/2021/09/meet-bmw-and-bmw-motorrads-vision-amby-models-and-their-thoughtful-design-process/BMW_BMW-Motorrad_Vision_AMBY_motorcycle_design-process_heroimage.jpg",2021-09-06 15:22:53,"BMW is on a path to redefine our vision of what automotive design looks like with their BMW Group keynote 2021. Focusing on their two-wheeler concepts that blur the boundary between bicycle and motor… [+6173 chars]",NA,"Yanko Design"
"26",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Chris Chilton","Opinion: Munich Show Reminded Us There’s More To Going Green Than Going Electric","Key focus was on sustainability that goes beyond simple tailpipe emissions..","https://www.carscoops.com/2021/09/opinion-munich-show-reminded-us-theres-more-to-going-green-than-going-electric/","https://www.carscoops.com/wp-content/uploads/2021/09/BMW-Munich-1024x555.jpg",2021-09-08 17:00:49,"Want to make a car greener? Make it electric. Thats the message weve been fed over the last decade or so, and its the thinking that has resulted in legislation that will ban the sales of ICE cars and… [+2030 chars]",NA,"CarScoops"
"27",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Aryn Baker","A Climate Solution Lies Deep Under the Ocean—But Accessing It Could Have Huge Environmental Costs","At the bottom of the pacific ocean lies a solution to the imminent battery shortage ... at a great potential cost to biodiversity and life on earth","https://time.com/6094560/deep-sea-mining-environmental-costs-benefits/","https://api.time.com/wp-content/uploads/2021/09/deep-sea-mining-climate-1.jpg?quality=85&w=1200&h=628&crop=1",2021-09-07 11:00:08,"Scattered three miles deep along the floor of the central Pacific are trillions of black, misshapen nuggets that may just be the solution to an impending energy crisis. Similar in size and appearance… [+26693 chars]","time","Time"
"28",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"C.C. Weiss","Sustainably stripped Mini Cooper SE shows the beauty of restraint","One-off cars developed as collaborations between fashion designers and automakers are usually eye-roll affairs that present little beyond loud, questionable graphics, custom embroidery and maybe some big, obnoxious wheels. Which is why Mini's new collaboratio…","https://newatlas.com/automotive/mini-paul-smith-cooper-strip/","https://assets.newatlas.com/dims4/default/8b7e180/2147483647/strip/true/crop/3000x1575+0+213/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F8d%2Fa5%2Fcaa177ec490694eabbc486539c9f%2Fp90432223-highres-mini-strip-08-2021.jpg",2021-08-18 20:23:27,"One-off cars developed as collaborations between fashion designers and automakers are usually eye-roll affairs that present little beyond loud, questionable graphics, custom embroidery and maybe some… [+2933 chars]",NA,"New Atlas"
"29",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Lisa Magloff","The world’s first-fossil-fuel-free steel","A partnership between a steel producer and a mining company has resulted in a new method for manufacturing steel without the use of CO2-producing coal
The post The world’s first-fossil-fuel-free steel appeared first on Springwise.","https://www.springwise.com/innovation/manufacturing/electric-oven-steel-carbon-emissions","https://www.springwise.com/wp-content/uploads/2021/09/innovationmanufacturingelectric-oven-steel-carbon-emissions.png",2021-09-15 05:00:00,"Spotted: Steel is everywhere, but it is also a huge polluter. Steel production accounts for around 8 per cent of global CO2 emissions. This means that all the electric vehicles and green buildings wh… [+2179 chars]",NA,"Springwise.com"
"30",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Heather Landy","Can a musician obsessed with sustainability tour responsibly?","AJR is using a mix of carbon offsets and carbon reduction efforts to reduce the footprint of its 2021 and 2022 concert tour—and it's asking fans to help.","https://qz.com/2055448/ajrs-adam-met-on-activism-and-making-concerts-more-sustainable/","https://cms.qz.com/wp-content/uploads/2021/09/AJR-09976-e1631555864197.jpg?quality=75&strip=all&w=1200&h=630&crop=1",2021-09-15 08:43:34,"As carbon-emitting activities go, performing or attending a concert hardly compares with burning fossil fuels or raising large herds of livestock. But more musicians are starting to acknowledge the e… [+14719 chars]",NA,"Quartz India"
"31",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Reda Cherif","The Electric Vehicle Revolution Goes Global","The exponential increase in EVs suggests that they will take over the global auto market by the early 2040s. This will send oil prices plummeting, with profound economic and geopolitical consequences.","https://www.project-syndicate.org/commentary/electirc-vehicles-in-developing-and-emerging-economies-by-reda-cherif-et-al-2021-08","https://webapi.project-syndicate.org/library/39274b1ba9bf14bcede1b929a5906560.2-1-super.1.jpg",2021-08-30 14:58:14,"The exponential increase in EVs suggests that they will take over the global auto market by the early 2040s. This will send oil prices plummeting, with profound economic and geopolitical consequences… [+6188 chars]",NA,"Project Syndicate"
